scenario_id,split_type,category,list_price,buyer_target,seller_target,title,description,price_delta_pct,relative_price,title_token_count,description_length,data_completeness,price_confidence,has_images
train_03014,train,vehicles,1350.0,1215.0,1350.0,2013 Titus El Guapo All mountain bike,"Good day craigslist, I bought this rig around 6 months ago to get back into mtb riding, it has been a great bike now its time to pass it on to someone else.....,shock 2016 factoy float x evol,avid elixr 5 with 180 mm rotors",0.1,0.9066487575554063,7,223,1.0,True,True
train_03015,train,vehicles,3500.0,1750.0,3500.0,1998 Jaguar XJR Sedan,"1998 Jaguar XJR Sedan, 4.0 Liter V-8 Supercharged, Automatic Transmission, Zenetti 18"" Wheels, Power Windows, Power Locks, Power Seats, Sun Roof, Leather Seats, Tilt Wheel, Air Conditioning, Passed Emissions 4/24/2017, Call Steve",0.5,2.350570852921424,4,229,1.0,True,True
train_03016,train,housing,1898.0,949.0,1898.0,"LET US PAY YOUR DEPOSIT & $1,000 CREDIT TOWARDS YOUR FIRST MONTH RENT","Experience the Solis Life Style! Solis is Hayward's best kept secret offering newly renovated Studio, 1, 2, and 3 bedroom apartments. Our homes were designed with you in mind and are satiated with elegant interior finishes including in-home laundry*, gourmet kitchens equipped with top of line stainless steel appliances, high end gas stoves, modern cabinetry, hard surface counter-tops, wood-grain laminate flooring, brand new double pane windows, desirable open floorplans, distinctive energy efficient fixtures and many other meticulous finishing touches. In addition to top of the line interiors, Solis also offers ample covered parking, convenient laundry facilities, oversized patios, and a sparkling pool.,With just a brief drive to downtown Hayward, shopping, CSU East Bay, and BART and a simple commute to San Jose, The Peninsula and Oakland, Solis provides the optimal balance between luxury, affordability, and location. We invite you to set up an appointment today with one of our welcoming and highly responsive management team members, committed to providing the lifestyle you deserve.",0.5,0.8435555555555555,13,1099,1.0,True,True
train_03017,train,electronics,40.0,20.0,40.0,"HMDX Flow Bedside Audio, Charges and plays iPhone, iPod, iPad","HMDX Audio HX-B312 Flow Bedside Audio, Charges and plays iPhone, iPod, iPad,In excellent working condition, it comes with remote control and adapter, in box,Full-function dual alarm clock with gradual wake",0.5,0.4,10,205,1.0,True,True
train_03018,train,electronics,150.0,75.0,150.0,Sennheiser PXC 450 Headphones - Noise Cancelling,"Sennheiser PXC 450 Headphones - Noise Cancelling,Like New Condition - only used twice (2 flights),-Outstanding sound thanks to adaptive baffle damping and patented Duofol diaphragm",0.5,1.5,7,180,1.0,True,True
train_03019,train,furniture,650.0,454.0,650.0,Beautiful Antique Vanity and Dresser,Selling furniture in anticipation of move. Selling other pieces too (see sofa and secretary),0.30153846153846153,5.2,5,92,1.0,True,True
train_03020,train,vehicles,90.0,45.0,90.0,Diamondback BMX bike,"20"" Diamondback Joker bmx bike. Black frame with a white fork, Tektro brakeset, Alex Z1000 rims, 4 pegs, no rear brake cable at the moment and could use a new chain. Has the original seat now",0.5,0.06044325050369376,3,191,1.0,True,True
train_03021,train,housing,2250.0,1125.0,2250.0,The New Californian - 1 Bedroom Short Term,"The New Californian - 1 Bedroom units available for a short term lease,-Full-size washer and dryer in unit,-Rooftop with panoramic view of the Bay area,-Utilities included in rent are Internet, Cable, Gas and Garbage",0.5,1.0,8,216,1.0,True,True
train_03022,train,electronics,280.0,252.0,280.0,Flawless Silver Samsung Galaxy Edge 7 on Sprint,Beautiful Silver Samsung Galaxy Edge 7 on Sprint. 32 Gig memory.,0.1,2.8,8,64,1.0,True,True
train_03023,train,electronics,70.0,63.0,70.0,Moto G Play XT1607 4th Gen. 16GB Smartphone,Selling Moto G4 Play 16 GB phone (black) that was bought less than 3 months ago and was used for a month or so. Bought a Pixel instead.,0.1,0.7,8,135,1.0,True,True
train_03024,train,furniture,40.0,36.0,40.0,POTTERY BARN KIDS BLUE STAR SIDE TABLE NIGHTSTAND WITH DRAWER & SHELF,"THIS TABLE IS IN VERY GOOD CONDITION,GREAT SIZE AND COLOR IN THE STAR SHAPE",0.1,0.32,12,75,1.0,True,True
train_03025,train,electronics,40.0,28.0,40.0,"HMDX Flow Bedside Audio, Charges and plays iPhone, iPod, iPad","HMDX Audio HX-B312 Flow Bedside Audio, Charges and plays iPhone, iPod, iPad,In excellent working condition, it comes with remote control and adapter, in box,Full-function dual alarm clock with gradual wake",0.3,0.4,10,205,1.0,True,True
train_03026,train,electronics,40.0,28.0,40.0,"HMDX Flow Bedside Audio, Charges and plays iPhone, iPod, iPad","HMDX Audio HX-B312 Flow Bedside Audio, Charges and plays iPhone, iPod, iPad,In excellent working condition, it comes with remote control and adapter, in box,Full-function dual alarm clock with gradual wake",0.3,0.4,10,205,1.0,True,True
train_03027,train,electronics,185.0,92.0,185.0,Apple Watch Sport 38mm - barely used,"Excellent working condition all around.,Comes with original box, case, and charger. It even comes with an additional wrist band (S/M size).",0.5027027027027027,1.85,7,139,1.0,True,True
train_03028,train,furniture,100.0,70.0,100.0,Pine Bed Frame & Mattress - Full Size - IKEA,"Selling Frame & Mattress. Good condition. Comes apart nicely.,Length: 82 5/8in,Width: 68 1/8in",0.3,0.8,10,94,1.0,True,True
train_03029,train,housing,2250.0,1125.0,2250.0,"1255 26th St., Large Live/Work Unit, Near Emeryville, Modern","1 Month Off Move In with Year Lease!,Year lease",0.5,1.0,9,47,1.0,True,True
train_03030,train,vehicles,22000.0,11000.0,22000.0,2015 Honda CRV EX,"2015 Honda CRV EX - Excellent Condition- Like Brand new,Gas Mileage: 27 MPG City,Drive train: Front-Wheel Drive,Major Options: Sunroof/Moon roof, Bluetooth, Aluminum Wheels",0.5,14.775016789791806,4,172,1.0,True,True
train_03031,train,vehicles,40.0,36.0,40.0,"Girls 18"" bike - Purple Color","Girls 18"" Purple Bike (training wheels are available) with a stand.,Less than 1 year old. Good condition.",0.1,0.026863666890530557,6,105,1.0,True,True
train_03032,train,vehicles,40.0,36.0,40.0,"Girls 18"" bike - Purple Color","Girls 18"" Purple Bike (training wheels are available) with a stand.,Less than 1 year old. Good condition.",0.1,0.026863666890530557,6,105,1.0,True,True
train_03033,train,vehicles,3500.0,3150.0,3500.0,Clean 2002 2.5 sport Jaguar X-type $3500,"Smogged and registered until July 2017.,Clean inside leather seats and decent paint.,Drives good with no issues at all, a reliable commuter.",0.1,2.350570852921424,7,140,1.0,True,True
train_03034,train,furniture,399.0,199.0,399.0,"Mid-century dinning Table, Declaration, Drexel, w/ Leaves, Can Deliver",This is a very beautiful Table. I am selling this piece first. May also be selling other items next week. Please see info below.,0.5012531328320802,3.192,9,128,1.0,True,True
train_03035,train,housing,2200.0,1540.0,2200.0,"20-Foot Ceilings, Upstairs Loft & GE Appliances w/ This 1BR/1BA Apt.","Welcome to The Boulders Apartments!,Experience big city amenities in a quiet community through this one-bedroom, one-bathroom apartment at The Boulders. This two-story home features twenty-foot ceilings, dual-pane windows, and Metrofloor wood floors. Adding elegance to the design, the kitchen includes Tacoma Monarch white cabinets with stainless steel handles and Calido black-slab granite countertops with a four-inch backsplash. A GE stainless steel appliance package completes the kitchen. For extra convenience, an Energy Star-rated, Maytag stackable washer and dryer is also available. An upstairs loft features a large closet for added space and comfort. The Boulders offers two deluxe-sized heated pools and a stand-alone barbecue, along with a kinetic fitness center with cardio and strength-training equipment. This smoke-free community also provides assigned covered parking, free Wi-Fi access in common areas, and landscaped grounds. Speak with a leasing agent for more information about the community.,* Air Conditioning",0.3,0.9777777777777777,11,1034,1.0,True,True
train_03036,train,housing,3550.0,1775.0,3550.0,"Beautiful 3BR, 2.5Ba Pleasanton Home in desirable Belvedere Community","About the property:,- 3 beds, 2.5 baths, 1,774 sqft, 3,667 sqft lot size, Single-Family Home,- All 3 BRs are upstairs. Master Br/Ba has huge walk in closet and a bath tub with separate shower stall,- Bright and open floor plan with vaulted ceilings,- Fully equipped kitchen with wooden cabinets, new granite counter tops, island.,- Built in microwave, Fridge, gas cook-top/oven and dishwasher.,- Washer & Dryer included,- Central heating and air-conditioning",0.5,1.5777777777777777,9,458,1.0,True,True
train_03037,train,electronics,20.0,10.0,20.0,iWave - Bluetooth Wireless Speaker - Water Resistant - New,"iWave Bluetooth Wireless Speaker Water Resistant iBS045,Brand Name: iWave,Item Weight: 10.4 ounces,Power Source Type: Rechargeable Battery,Connectivity Technology: bluetooth, micro usb, usb",0.5,0.2,10,189,1.0,True,True
train_03038,train,vehicles,22000.0,11000.0,22000.0,2015 Honda CRV EX,"2015 Honda CRV EX - Excellent Condition- Like Brand new,Gas Mileage: 27 MPG City,Drive train: Front-Wheel Drive,Major Options: Sunroof/Moon roof, Bluetooth, Aluminum Wheels",0.5,14.775016789791806,4,172,1.0,True,True
train_03039,train,housing,1898.0,949.0,1898.0,"LET US PAY YOUR DEPOSIT & $1,000 CREDIT TOWARDS YOUR FIRST MONTH RENT","Experience the Solis Life Style! Solis is Hayward's best kept secret offering newly renovated Studio, 1, 2, and 3 bedroom apartments. Our homes were designed with you in mind and are satiated with elegant interior finishes including in-home laundry*, gourmet kitchens equipped with top of line stainless steel appliances, high end gas stoves, modern cabinetry, hard surface counter-tops, wood-grain laminate flooring, brand new double pane windows, desirable open floorplans, distinctive energy efficient fixtures and many other meticulous finishing touches. In addition to top of the line interiors, Solis also offers ample covered parking, convenient laundry facilities, oversized patios, and a sparkling pool.,With just a brief drive to downtown Hayward, shopping, CSU East Bay, and BART and a simple commute to San Jose, The Peninsula and Oakland, Solis provides the optimal balance between luxury, affordability, and location. We invite you to set up an appointment today with one of our welcoming and highly responsive management team members, committed to providing the lifestyle you deserve.",0.5,0.8435555555555555,13,1099,1.0,True,True
train_03040,train,vehicles,3500.0,2450.0,3500.0,Clean 2002 2.5 sport Jaguar X-type $3500,"Smogged and registered until July 2017.,Clean inside leather seats and decent paint.,Drives good with no issues at all, a reliable commuter.",0.3,2.350570852921424,7,140,1.0,True,True
train_03041,train,vehicles,850.0,425.0,850.0,Cannondale Ironman 800 Multisport,"Cannondale Ironman 800 Tri Bike Specs:,This is a well maintained tuned by pro mechanic, light and efficient race bike for Multisport (Duathlon/Triathlon) or Time Trialing.,This is a Cannondale CAAD5 frameset, Truvative, Shimano, Ultegra components, Aero Carbon Slice Si fork, Mavic CXP221 wheelsets.,The bike has SPD compatible pedals, a specially designed time-trial saddle on a custom forward seat post, dual saddle mounted drink cages and bar-end gear levers for aerodynamics.,The frame is 52cm (top tube) which would normally suit anyone from 4'8'"" to 5'8"".,Setup as a time-trial bike, with the adjust ability in the handlebar height, seat height and position, and aerobar length is perfectly fine all the way up to at 5'8"".",0.5,0.5708529214237743,4,728,1.0,True,True
train_03042,train,housing,3200.0,2880.0,3200.0,West Side Alamo Home For Rent,"Desirable, Charming and Exclusive West Side Alamo House available June 1, 2017.",0.1,1.4222222222222223,6,79,1.0,True,True
train_03043,train,electronics,10.0,5.0,10.0,Iphone5C Speck Case w/ Otterbox Cover - Stanford Univ - Great Cond,Have a Coveroo Stanford University - Cardinal Watermark design on iPhone 5c. CandyShell Case by Speck.,0.5,0.1,12,102,1.0,True,True
train_03044,train,electronics,40.0,36.0,40.0,"HMDX Flow Bedside Audio, Charges and plays iPhone, iPod, iPad","HMDX Audio HX-B312 Flow Bedside Audio, Charges and plays iPhone, iPod, iPad,In excellent working condition, it comes with remote control and adapter, in box,Full-function dual alarm clock with gradual wake",0.1,0.4,10,205,1.0,True,True
train_03045,train,furniture,1000.0,700.0,1000.0,Traditional Sofa / Game / Dining Table,"Wonderful versatile table. Heavy solid wood table, which folds out from sofa to game table size, and comes with 4 extension leaves, and fold down leg for extra support. Beautiful rich dark walnut color with ball and claw feet. Also included is custom glass cut to fit game table size. Sofa table measurement is 20""x 42"", game table measurement is 40"" x 42"", 4 extension leaves are 15"" each. Non smoking home. Used with Century Town and Country chairs in another listing. Sorry I do not have a picture of when it was used as a dining room table.Used for staging. Purchased at Thornton House Furniture in Lodi, Ca. Perfect like new condition",0.3,8.0,7,639,1.0,True,True
train_03046,train,electronics,20.0,10.0,20.0,iWave - Bluetooth Wireless Speaker - Water Resistant - New,"iWave Bluetooth Wireless Speaker Water Resistant iBS045,Brand Name: iWave,Item Weight: 10.4 ounces,Power Source Type: Rechargeable Battery,Connectivity Technology: bluetooth, micro usb, usb",0.5,0.2,10,189,1.0,True,True
train_03047,train,housing,1875.0,1312.0,1875.0,Only '1' Left - Upstairs w/ Washer-Dryer - Call Today for Details,"Diablo Vista Apartments is located on nine beautifully landscaped acres within the Livermore city limits. Spacious apartment homes offer Internet access, and private patios or balconies with a pool or garden view. Enjoy the many fine amenities including a Sparkling Pool, a Fitness Center, Play Structure, Park-Like Setting...Near Golf Course & Convenient to Public Transportation... and basketball court. Nearby you will find easy access to Interstate 580, schools, shopping areas, and many recreational opportunities. Enjoy the quiet residential neighborhood of this Livermore Wine Country favorite. Please call for a tour of our community.",0.3002666666666667,0.8333333333333334,12,642,1.0,True,True
train_03048,train,vehicles,1350.0,675.0,1350.0,2013 Titus El Guapo All mountain bike,"Good day craigslist, I bought this rig around 6 months ago to get back into mtb riding, it has been a great bike now its time to pass it on to someone else.....,shock 2016 factoy float x evol,avid elixr 5 with 180 mm rotors",0.5,0.9066487575554063,7,223,1.0,True,True
train_03049,train,vehicles,40.0,28.0,40.0,"Girls 18"" bike - Purple Color","Girls 18"" Purple Bike (training wheels are available) with a stand.,Less than 1 year old. Good condition.",0.3,0.026863666890530557,6,105,1.0,True,True
train_03050,train,housing,3200.0,2880.0,3200.0,West Side Alamo Home For Rent,"Desirable, Charming and Exclusive West Side Alamo House available June 1, 2017.",0.1,1.4222222222222223,6,79,1.0,True,True
train_03051,train,vehicles,850.0,425.0,850.0,Cannondale Ironman 800 Multisport,"Cannondale Ironman 800 Tri Bike Specs:,This is a well maintained tuned by pro mechanic, light and efficient race bike for Multisport (Duathlon/Triathlon) or Time Trialing.,This is a Cannondale CAAD5 frameset, Truvative, Shimano, Ultegra components, Aero Carbon Slice Si fork, Mavic CXP221 wheelsets.,The bike has SPD compatible pedals, a specially designed time-trial saddle on a custom forward seat post, dual saddle mounted drink cages and bar-end gear levers for aerodynamics.,The frame is 52cm (top tube) which would normally suit anyone from 4'8'"" to 5'8"".,Setup as a time-trial bike, with the adjust ability in the handlebar height, seat height and position, and aerobar length is perfectly fine all the way up to at 5'8"".",0.5,0.5708529214237743,4,728,1.0,True,True
train_03052,train,vehicles,850.0,595.0,850.0,Cannondale Ironman 800 Multisport,"Cannondale Ironman 800 Tri Bike Specs:,This is a well maintained tuned by pro mechanic, light and efficient race bike for Multisport (Duathlon/Triathlon) or Time Trialing.,This is a Cannondale CAAD5 frameset, Truvative, Shimano, Ultegra components, Aero Carbon Slice Si fork, Mavic CXP221 wheelsets.,The bike has SPD compatible pedals, a specially designed time-trial saddle on a custom forward seat post, dual saddle mounted drink cages and bar-end gear levers for aerodynamics.,The frame is 52cm (top tube) which would normally suit anyone from 4'8'"" to 5'8"".,Setup as a time-trial bike, with the adjust ability in the handlebar height, seat height and position, and aerobar length is perfectly fine all the way up to at 5'8"".",0.3,0.5708529214237743,4,728,1.0,True,True
train_03053,train,housing,1875.0,1312.0,1875.0,Only '1' Left - Upstairs w/ Washer-Dryer - Call Today for Details,"Diablo Vista Apartments is located on nine beautifully landscaped acres within the Livermore city limits. Spacious apartment homes offer Internet access, and private patios or balconies with a pool or garden view. Enjoy the many fine amenities including a Sparkling Pool, a Fitness Center, Play Structure, Park-Like Setting...Near Golf Course & Convenient to Public Transportation... and basketball court. Nearby you will find easy access to Interstate 580, schools, shopping areas, and many recreational opportunities. Enjoy the quiet residential neighborhood of this Livermore Wine Country favorite. Please call for a tour of our community.",0.3002666666666667,0.8333333333333334,12,642,1.0,True,True
train_03054,train,electronics,70.0,63.0,70.0,Moto G Play XT1607 4th Gen. 16GB Smartphone,Selling Moto G4 Play 16 GB phone (black) that was bought less than 3 months ago and was used for a month or so. Bought a Pixel instead.,0.1,0.7,8,135,1.0,True,True
train_03055,train,vehicles,1050.0,945.0,1050.0,TREKcarbon fiber usps authentic team bike,"This is an amazingly light bike. UNITED STATES POST OFFICE team sponsored,(Volkswagon/Shimano),OCLV carbon 120 /// This is not a replaca..Its an authentic team bike.. In good shape..,56-58 CM Im 5-11 ft. its perfect,Im told the bottom braket bearings are a big upgrade or better then stock,White base w/ red and blue lettering,Volkswagon also sponsored on lower frame near chain.,Judging by the photos its the team that lance armstrong bike that they used in tour de france 2006 I think.,Rims are also noted as select.",0.1,0.7051712558764271,6,518,1.0,True,True
train_03056,train,electronics,20.0,10.0,20.0,iWave - Bluetooth Wireless Speaker - Water Resistant - New,"iWave Bluetooth Wireless Speaker Water Resistant iBS045,Brand Name: iWave,Item Weight: 10.4 ounces,Power Source Type: Rechargeable Battery,Connectivity Technology: bluetooth, micro usb, usb",0.5,0.2,10,189,1.0,True,True
train_03057,train,vehicles,40.0,36.0,40.0,"Girls 18"" bike - Purple Color","Girls 18"" Purple Bike (training wheels are available) with a stand.,Less than 1 year old. Good condition.",0.1,0.026863666890530557,6,105,1.0,True,True
train_03058,train,electronics,150.0,75.0,150.0,Sennheiser PXC 450 Headphones - Noise Cancelling,"Sennheiser PXC 450 Headphones - Noise Cancelling,Like New Condition - only used twice (2 flights),-Outstanding sound thanks to adaptive baffle damping and patented Duofol diaphragm",0.5,1.5,7,180,1.0,True,True
train_03059,train,vehicles,20800.0,10400.0,20800.0,2013 Mercedes Benz E350,"Very clean car for sale by owner. Lunar Blue with Almond interior, Premium Pkg (Navigation, Rear View Camera, Heated Seats, Harmon Kardon Premium Sound etc.), with 53K miles, available June 2 ( I am leaving the area after that). Well kept, with all records from MB of Pleasanton, good tires, selling at Blue Book value. Under Warranty till Aug 2017, but never needed it. Bought as certified pre-owned and I have been the only driver since.",0.5,13.96910678307589,4,439,1.0,True,True
train_03060,train,housing,1595.0,797.0,1595.0,$1595 one bedrooms Apt in Richmond -walk-in distance to Bart,"- 2601 Center Ave. , Richmond, Ca,- Kitchen with refrigerator, stove,- Full bathroom,- 1 car parking space,- No smoking, no pet (service animal excluded)",0.5003134796238244,0.7088888888888889,10,153,1.0,True,True
train_03061,train,housing,2608.0,2347.0,2608.0,1 bed+den deposit only $300 close to shops/park waive app fee too!!,"Waterford Place Apartment. Where you can live a life without compromise.,. 1 Bed 1 Bath .,",0.10007668711656442,1.1591111111111112,12,90,1.0,True,True
train_03062,train,housing,2295.0,1147.0,2295.0,Pre-Lease Amazing 2 bed/ 2 bath Available by May 20th (hayward),"Cinnamon Apartments,23924 2nd Street,, Hayward, CA, 94541,Interested In This Unit? Use this link for more details:, Now:,Experience the comforts of home at The Cinnamon Apartments,This is a 2 Bedroom, 2 Bath,Downtown Hayward offers the best in California living and we have the best apartments in the area! Our one and two-bedroom units provide residents with access to different floor plans, balconies that provide an excellent view of the Bay Area, and space that makes it easy to feel cozy and comfortable at the end of a busy day.,With modern updates and touches to enhance each unit, residents can look forward to comfortable, private surroundings that offer the best in security and video surveillance.,- Galley kitchens,- Countertop and storage space in kitchens,- Microwave",0.5002178649237473,1.02,11,781,1.0,True,True
train_03063,train,furniture,1000.0,700.0,1000.0,Brand New Leather Sofa Set- 3 Piece,Selling brand new 3 piece leather sofa set! Very comfortable and it's in excellent condition; still has the tags! Includes 2 Love seats sofas and one 3-seater sofa. Color: Brown,0.3,8.0,7,177,1.0,True,True
train_03064,train,electronics,50.0,35.0,50.0,Metro FLASH your tmobile verizon sprint or att phone,Prices start as low as 50$ to flash your phone,0.3,0.5,9,46,1.0,True,True
train_03065,train,vehicles,21900.0,10950.0,21900.0,2015 Toyota Prius Plug-In Advanced w/HOV,"Selling our Prius Plug IN. It's still under warranty and all service has been done at the Toyota dealer.,No issues or stories here.,No smoking, no accidents, etc...,Exterior Color: Winter Gray Metallic,Interior Color: Dark Gray (charcoal),@42,000 miles. These are all commute miles from Danville to San Jose.,We are no longer needed to commute, so we've decided to sell.,This one has the ADVANCED PACKAGE:",0.5,14.70785762256548,6,405,1.0,True,True
train_03066,train,vehicles,200.0,180.0,200.0,"Miyata One Ten, 50cm","This was my aunt's, as far as I can tell it went straight into the shed after it left the shop 30 years ago. Everything on it is stock, and in great condition for being from the 1980's. Great for a collector, priced to ride around town. Shimano brakes, levers, derailers, frame made in Japan. Steel, obvs.",0.1,0.1343183344526528,4,305,1.0,True,True
train_03067,train,electronics,320.0,224.0,320.0,MATTE BLACK IPHONE 6 64GB FOR SALE/TRADE,"Custom matte black iphone 6 for sale.,Condition: Like new,Capacity: 64GB,Carrier: AT&T but Unlocked,IMEI: Clean",0.3,3.2,7,111,1.0,True,True
train_03068,train,furniture,275.0,192.0,275.0,English Tudor Arm Chairs,"Designed and manufactured by Century Furniture, NC, as a reproduction of original English Tudor chairs now in museum.",0.3018181818181818,2.2,4,117,1.0,True,True
train_03070,train,vehicles,4300.0,2150.0,4300.0,1996 Toyota Tacoma low miles,Hi I'm selling my 1996 Toyota Tacoma regular cab short bed.Five speed manual transmission AC blows cold,0.5,2.887844190732035,5,103,1.0,True,True
train_03071,train,housing,1588.0,1429.0,1588.0,"$1,000 off Move in Special","*The posted rent price does not include parking, which is available at this unit for an additional charge.,*Photos are a representation of the unit and may not be entirely the same as the actual unit.,*Start your Application process Online now at",0.10012594458438287,0.7057777777777777,5,246,1.0,True,True
train_03072,train,vehicles,1650.0,1485.0,1650.0,"2012 Ibis Mojo HD, XL","2012 Ibis Mojo HD. Extra large frame, good condition. Please email if interested in more specifics on components, etc. Pedals shown not included. 120/160 36 Talas, XO Crank, Mavic Crossmax Wheels, XO Elixir Brakes. Reasonable offers considered. Will consider selling frame only for the right offer.",0.1,1.1081262592343855,5,298,1.0,True,True
train_03073,train,vehicles,21900.0,19710.0,21900.0,2015 Toyota Prius Plug-In Advanced w/HOV,"Selling our Prius Plug IN. It's still under warranty and all service has been done at the Toyota dealer.,No issues or stories here.,No smoking, no accidents, etc...,Exterior Color: Winter Gray Metallic,Interior Color: Dark Gray (charcoal),@42,000 miles. These are all commute miles from Danville to San Jose.,We are no longer needed to commute, so we've decided to sell.,This one has the ADVANCED PACKAGE:",0.1,14.70785762256548,6,405,1.0,True,True
train_03074,train,electronics,50.0,35.0,50.0,Metro FLASH your tmobile verizon sprint or att phone,Prices start as low as 50$ to flash your phone,0.3,0.5,9,46,1.0,True,True
train_03075,train,housing,2295.0,2065.0,2295.0,Pre-Lease Amazing 2 bed/ 2 bath Available by May 20th (hayward),"Cinnamon Apartments,23924 2nd Street,, Hayward, CA, 94541,Interested In This Unit? Use this link for more details:, Now:,Experience the comforts of home at The Cinnamon Apartments,This is a 2 Bedroom, 2 Bath,Downtown Hayward offers the best in California living and we have the best apartments in the area! Our one and two-bedroom units provide residents with access to different floor plans, balconies that provide an excellent view of the Bay Area, and space that makes it easy to feel cozy and comfortable at the end of a busy day.,With modern updates and touches to enhance each unit, residents can look forward to comfortable, private surroundings that offer the best in security and video surveillance.,- Galley kitchens,- Countertop and storage space in kitchens,- Microwave",0.10021786492374728,1.02,11,781,1.0,True,True
train_03076,train,electronics,90.0,81.0,90.0,Iphone 5 with 16MB unlocked,"purchased new Iphone 7 for kids so we need to sell our old iphone.,Ipone 5 is unlocked and can be used with any carrier using GSM or oversears in India. phone has a clean HMEI, factory unlocked.",0.1,0.9,5,194,1.0,True,True
train_03077,train,furniture,15.0,13.0,15.0,(8). BURNING-MAN stuff PRIVACY TENT or PRIVACY ENCLOSURES,"#747 Ideal for wilderness areas where facilities do not exist. Easily,portable and convenient, featuring a full length nylon zippered,entrance and a clear P.V.C. roof. Made from waterproof heavy duty rip-stop,Product Features,Privacy shelter ideal for camping, beach trips, and other public activities,Heavy-duty ripstop polyethylene walls and clear PVC roof",0.13333333333333333,0.12,8,358,1.0,True,True
train_03078,train,vehicles,60.0,54.0,60.0,Peugeot vintage road bike,"This is a vintage Peugeot 10-speed lugged road bike. It's a smaller bike, should be good for anyone 5'3'' and up.",0.1,0.040295500335795834,4,113,1.0,True,True
train_03079,train,furniture,200.0,180.0,200.0,Rose Wood TV Credenza Console TV Stand 100% Wood,"I'm selling a beautiful rose wood TV credenza console, 100% wood, with cast iron handles, very solid and sturdy,Condition: excellent, just one of the drawers is hard to open up, gets stuck sometimes, otherwise it's a beautiful solid wood sturdy piece.",0.1,1.6,9,251,1.0,True,True
train_03080,train,furniture,700.0,489.0,700.0,TWO Vermont Furniture Designs cherry wood dressers,For Sale: TWO Vermont Furniture Designs cherry wood dressers. Beautiful craftsmanship and solidly built. This is not your IKEA particle board throw-away junk! These will last for years and become heirlooms for you to pass down.,0.30142857142857143,5.6,7,227,1.0,True,True
train_03081,train,electronics,5.0,4.0,5.0,iPhone 6s Boxes,I have 2 - iPhone 6s boxes; for the Rose Gold & Black iPhones. These boxes are empty. Since I no longer need the boxes I'm selling them to anyone who wants them.,0.2,0.05,3,161,1.0,True,True
train_03082,train,furniture,125.0,87.0,125.0,Late 20's / early 30's dinning room table,"This table is gorgeous. In almost mint condition. 44-1/4"" deep x 59-1/2"" long plus two 12"" leaf's. Has a center support when the table is extended. Book matched walnut top, solid legs and leaf's, inlaid aprons. Very sturdy and it has all the original hardware.",0.304,1.0,8,260,1.0,True,True
train_03083,train,vehicles,175.0,157.0,175.0,Classic Schwinn Sierra lightweight model..21speeds.fits 5'6-6'0,"I am selling a Schwinn Sierra 21 speed in great condition ! This fine bike has a lightweight 4130 chromoly steel frame, Upgraded aluminum alloy wheels and Shimano STX RC rear derailer. Bike was just tuned and had new tires installed, got all the shifters - brakes and gears working like they should. extra low gear ratio - perfect gears for the hills in the bay area . Bike is in very good shape and its ready for a new rider. Call me to see it. call me instead of a text, thanks.",0.10285714285714286,0.11752854264607118,6,480,1.0,True,True
train_03084,train,electronics,575.0,517.0,575.0,Brand New Television 60 Inch 4K Vizio TV,VIZIO 60 Inch 4K Ultra HD Home Theater Display E60-E3,0.10086956521739131,5.75,8,53,1.0,True,True
train_03085,train,vehicles,200.0,140.0,200.0,Jamis Commuter 7-speed cruiser.,"Jamis Commuter 7-speed cruiser. 18.5"" (47cm) frame. 30"" (76cm) step over. Best fit someone 5'6""+.,Specifications:,Color: Charcoal.,HL 27.2mm Ø seat post with quick release binder bolt.,Serfas Reactive gel dual density saddle.,170mm crank arms.",0.3,0.1343183344526528,4,243,1.0,True,True
train_03086,train,electronics,95.0,66.0,95.0,"iPhones - 2 iphones Quick Sale CASH, FIRM","iPhone 5, 16gp and an iPhone 4 . Aside from the physical damage on iPhone 5, does its job as a smart phone.",0.30526315789473685,0.95,8,107,1.0,True,True
train_03087,train,housing,1857.0,1671.0,1857.0,Excellent Home in a Lovely Location (ROBERT),"Take a look at this beautiful home featuring 3 bedrooms, 1 bathroom, and approximately 1,201 square feet. Enjoy the freedom of a virtually maintenance free lifestyle while residing in a great community. This home is professionally managed and maintained by Tricon American Homes. You deserve single family rental living at its best!,One-year lease minimum,Utilities: Resident pays for all utilities including trash, sewer, and water,Animals approved with pet fee and monthly animal rent,Breed Restrictions: Pit Bulls, American Staffordshire Terriers, Rottweilers, Doberman Pinchers, Wolf-Hybrids and Perro de Presa Canarios or any dog that has the above breeds in their lineage are not allowed at any home managed by Tricon American Homes. Applicable only where state law allows.,Maximum three animals allowed,Equal Housing Opportunity",0.10016155088852989,0.8253333333333334,7,835,1.0,True,True
train_03088,train,electronics,375.0,187.0,375.0,Apple iphone 6S 64gb AT&T,Here I have a Apple iPhone 6S 64gb for AT&T. It's fully functional and in great condition! Text me at,0.5013333333333333,3.75,5,101,1.0,True,True
train_03089,train,furniture,50.0,35.0,50.0,Black Leather couch (good condition),"Have a black leather couch for sale. It's in good condition with minor wear. Measures approximately 81"" width, 24.5"" height and 24""depth.",0.3,0.4,5,137,1.0,True,True
